url,Response_time_ms,Load_time_ms,DOM_Content_Loaded_Time_ms,First_byte_TTFB_ms,Total_links,No_of_requests,Byte_in_bytes,Page_size_MB,Broken_link_count,Start_render_time_ms,Document_complete_time_ms,Largest_contentful_paint_LCP_ms,Cumulative_Layout_Shift_CLS,First_Contentful_Paint_FCP_ms,Time_to_interactive_TTI_ms,Speed_Index_ms,Interaction_to_Next_Paint_INP_ms,Design_optimization_score,JavaScript_Execution_Time_ms,Main_Thread_Work_CPU_ms,CSS_Blocking_Time_ms
https://meijer.com,172.0,455.0,453.0,29.0,0.0,5.0,1883.0,0.0,0.0,,455.0,,,,,,,,,,
https://labcorp.com,194.0,5605.0,3353.0,88.0,313.0,142.0,386713.0,0.346,82.0,4704.264499999998,5605.0,8729.676500000001,0.05032414085326334,4704.264499999998,42793.629,11826.679465282405,,27.0,62787.58000000082,26895.3145,2006.0
https://coles.com.au,112.0,1706.0,922.0,17.0,0.0,6.0,128591.0,0.121,0.0,3100.265,1706.0,27830.761500000004,0.0,3100.265,67817.34900000002,17531.459471704788,,30.0,80612.53600000672,49702.17700000001,0.0
https://qantas.com.au,360.0,4773.0,4647.0,272.0,205.0,178.0,2283170.0,2.143,8.0,9592.071,4773.0,13263.189499999999,0.5414897325068411,9592.071,28582.465599999996,11413.797707221609,,4.0,30998.004000000074,10338.044,6006.0
https://casawealth.org,553.0,586.0,585.0,115.0,0.0,1.0,561.0,0.0,,,586.0,,,,,,,,,,
https://navy.mil,,,,,,,,,,,,,,,,,,,,,
https://shoppersdrugmart.ca,,,,,,,,,0.0,3151.27,,4637.917,0.0,3151.27,9106.373,3151.27,,48.0,8061.10399999995,4402.5,0.0
https://turkishairlines.com,,,,,,,,,,4068.9234999999994,,13763.856,0.07247131130234612,4068.9234999999994,18017.569949999997,7982.188144758917,,28.0,17718.324000000008,5229.8375,129.0
https://ups-scs.com,193.0,369.0,366.0,0.0,0.0,0.0,0.0,0.0,,4087.2885000000006,369.0,6510.089500000001,0.007324245451010334,4087.2885000000006,39682.209,8850.57006672753,,31.0,53906.000000001,26541.720499999996,0.0
https://aricent.com,,,,,,,,,,,,,,,,,,,,,
https://duke.edu,154.0,1545.0,459.0,30.0,213.0,40.0,1448424.0,1.374,5.0,2669.643,1545.0,23047.09299999998,0.0,2669.643,23196.36249999998,6248.175336990154,,37.0,8669.779999999999,2529.0,674.0
https://heb.com,1247.0,6945.0,4186.0,1141.0,663.0,153.0,118306.0,0.11,0.0,3659.637,6945.0,7206.615000000002,0.0,3659.637,41652.42995000001,8245.449015528104,,31.0,47718.74800000067,33272.53850000001,0.0
https://parsons.com,164.0,4243.0,1220.0,93.0,138.0,83.0,6951557.0,6.616,86.0,5288.36975,4243.0,15110.506999999998,1.599395418285419e-05,5288.36975,15291.056999999999,6055.0640241954225,,31.0,9813.063999999955,3322.499999999997,1488.0
https://securitas.nl,486.0,1801.0,1497.0,279.0,278.0,47.0,305879.0,0.285,1.0,3386.5590000000007,1801.0,3964.3420000000006,0.009023310680629355,3386.5590000000007,10344.24595,4238.112184680304,,53.0,7768.7279999999555,1544.3329999999996,1021.0
https://key.com,127.0,4720.0,1461.0,116.0,538.0,126.0,1685146.0,1.59,100.0,6351.606,4720.0,12351.815722061154,0.16740156925216548,6351.606,41622.93042676161,30444.221163706265,,18.0,55809.79600000364,23106.396521125782,3284.0
https://experian.com,637.0,2355.0,2330.0,367.0,282.0,132.0,955347.0,0.894,0.0,2832.1645,2355.0,10541.644750000001,0.0,2832.1645,41380.3116,6911.6317347351705,,34.0,50592.92000000023,29163.343999999997,0.0
https://dominionenergy.com,446.0,1320.0,1138.0,278.0,202.0,59.0,43229.0,0.04,93.0,4319.3357,1320.0,8752.09795,0.0,4319.3357,8772.763724999999,5555.996063087639,,41.0,4295.255999999962,1010.0,640.0
https://marcofraschetti.it,,,,,,,,,,,,,,,,,,,,,
https://dyn-intl.com,245.0,6963.0,4240.0,133.0,282.0,73.0,860877.0,0.806,98.0,6387.189,6963.0,6549.798,0.0,6387.189,53170.74800000001,12859.785416096598,,27.0,67517.15600000006,40066.409,1346.0
https://massmutual.com,191.0,292.0,290.0,0.0,0.0,0.0,0.0,0.0,,17560.67950000001,292.0,21389.867500000008,0.06581735020942554,17560.67950000001,50917.44704499999,17560.67950000001,,24.0,49596.92400000278,24115.397049999992,14507.0
https://ox.ac.uk,157.0,2146.0,1383.0,34.0,238.0,56.0,1228462.0,1.158,2.0,5241.211000000001,2146.0,13517.161,0.0,5241.211000000001,13617.409600000003,7111.20719639713,,35.0,4326.959999999972,1205.5,2250.0
https://otis.com,824.0,3012.0,2028.0,803.0,293.0,119.0,1129346.0,1.06,96.0,6655.49,3012.0,15372.992500000008,0.043580003218524524,6655.49,24014.54360000001,14585.153278600446,,25.0,26916.344000000132,6868.104000000008,4104.0
https://c-a-m.com,944.0,7225.0,4540.0,285.0,1170.0,112.0,3272578.0,3.094,,5292.036000000001,7225.0,22838.6075,0.09834895032869473,5292.036000000001,23157.35875,10310.455230555935,,24.0,24883.708000000046,10072.213999999996,2240.0
https://oriflame.com,1070.0,1743.0,1577.0,825.0,74.0,12.0,0.0,0.0,2.0,3372.7413999999994,1743.0,3690.432299999999,0.0,3372.7413999999994,3690.4322999999995,3372.7413999999994,,82.0,694.2119999999995,67.0,159.0
https://dignityhealth.org,197.0,1605.0,1371.0,159.0,146.0,48.0,831851.0,0.788,90.0,4694.122775,1605.0,10786.21337,0.0,4694.122775,10831.339967,6729.019543088318,,34.0,5820.02399999967,1491.5,1361.0
https://kbc.be,257.0,2754.0,2098.0,158.0,363.0,99.0,179544.0,0.167,0.0,4525.222999999999,2754.0,4786.1309999999985,0.13180891413183254,4525.222999999999,8603.343250000002,6437.647533483574,,38.0,7914.71999999998,1362.5,1722.0
https://ralphlauren.com,106.0,1367.0,263.0,43.0,0.0,11.0,252708.0,0.239,0.0,2439.371,1367.0,3448.341,0.0,2439.371,9751.724,3808.70664102889,,57.0,12635.539999999955,5753.552999999999,0.0
https://takeda.com,217.0,1659.0,1515.0,114.0,234.0,146.0,1706511.0,1.594,0.0,4110.665,1659.0,10804.452999999998,0.01814775389803183,4110.665,23219.4116,9200.906020574088,,28.0,29701.536000000095,10816.629999999997,1314.0
https://saps.gov.za,,,,,,,,,,,,,,,,,,,,,
https://ibest.com.br,108.0,153.0,152.0,19.0,0.0,1.0,486.0,0.0,0.0,,153.0,,,,,,,,,,
https://pennmedicine.org,73.0,1601.0,913.0,52.0,61.0,48.0,694214.0,0.687,0.0,3493.335,1601.0,35645.283500000005,0.0,3493.335,36468.697,12863.979719021952,,35.0,5484.635999999952,1191.0,464.0
https://maximhealthcare.com,254.0,1143.0,1091.0,145.0,90.0,32.0,661564.0,0.624,73.0,2466.6785,1143.0,3872.6785,3.324548045924592e-05,2466.6785,7963.911750000001,2466.6785,,62.0,4410.3879999999845,1126.0,0.0
https://nerium.com,,,,,,,,,,,,,,,,,,,,,
https://vodacom.co.za,136.0,4136.0,3067.0,42.0,207.0,111.0,8623544.0,8.199,2.0,4610.950499999999,4136.0,7005.775499999997,7.733833210394219e-05,4610.950499999999,15456.253549999994,7332.492492588028,,32.0,12116.363999999916,2348.999999999999,1739.0
https://covidien.com,237.0,290.0,269.0,0.0,5.0,0.0,0.0,0.0,,,290.0,,,,,,,,,,
https://redhat.com,207.0,2857.0,1760.0,136.0,322.0,174.0,1291935.0,1.2,2.0,5032.1855,2857.0,10127.733499999998,0.017160885596280612,5032.1855,22469.311025000017,7518.404664047104,,28.0,21458.05199999959,4974.000000000004,0.0
https://nomura.com,493.0,5783.0,921.0,93.0,0.0,20.0,98150.0,0.093,0.0,,5783.0,,,,,,,,,,
https://angloamerican.com,1173.0,7878.0,5832.0,773.0,463.0,192.0,3706223.0,3.502,100.0,4826.9495,7878.0,15454.6865,0.46358564301838545,4826.9495,61746.24462500002,16732.639844329628,,6.0,33885.88000000111,10341.4185,1468.0
https://gatech.edu,159.0,1882.0,970.0,41.0,219.0,56.0,1363153.0,1.291,4.0,8247.1775,1882.0,14695.412999999995,0.023380070837067363,8247.1775,14889.957074999997,8247.1775,,29.0,7952.1640000000025,1948.5,3449.0
https://thyssenkrupp.com,209.0,4275.0,2944.0,99.0,76.0,234.0,1812051.0,2.676,5.0,4327.934,4275.0,5887.078,0.2880490869282136,4327.934,24125.802700000022,9707.8170989507,,17.0,15781.067999999823,4413.5,11.0
https://codgolibre.cl,,,,,,,,,,,,,,,,,,,,,
https://ea.com,93.0,198.0,196.0,0.0,0.0,0.0,0.0,0.0,6.0,3576.0699999999997,198.0,12450.3665,1.1591737545565006,3576.0699999999997,27728.248250000004,9670.469202919925,,5.0,33721.72800000066,16675.5,161.0
https://earthlinkbusiness.com,27.0,606.0,364.0,24.0,0.0,5.0,77446.0,0.073,0.0,4552.3369999999995,606.0,7448.753000000001,0.006803193130664713,4552.3369999999995,27812.625300000007,8237.482105203315,,29.0,34070.168000000434,17847.689,810.0
https://ocps.net,716.0,8761.0,3424.0,526.0,1313.0,13.0,0.0,0.0,6.0,10877.386000000002,8761.0,40150.668219999985,0.0,10877.386000000002,47425.124667,19000.494152837295,,25.0,41401.255999999594,9705.268750000005,8166.0
https://propria.nl,581.0,2308.0,2130.0,399.0,95.0,38.0,414347.0,0.386,3.0,4596.689149999999,2308.0,4855.846524999999,0.0,4596.689149999999,6529.0110775,4596.689149999999,,55.0,8744.14400000009,601.5000000000009,1691.0
https://jhu.edu,123.0,3714.0,1156.0,11.0,190.0,76.0,2029781.0,1.921,7.0,6885.497999999999,3714.0,10730.956000000002,0.8844549694461629,6885.497999999999,22585.945100000004,7386.576028340737,,4.0,19656.84399999993,6390.429,4208.0
https://rossstores.com,108.0,897.0,772.0,67.0,43.0,39.0,2403937.0,2.285,33.0,3073.983,897.0,6834.513,5.673990592144155e-05,3073.983,8602.41205,3956.0062078068077,,52.0,3496.687999999992,723.0,709.0
https://inss.gov.br,671.0,733.0,712.0,0.0,5.0,0.0,0.0,0.0,,,733.0,,,,,,,,,,
https://ingersollrand.com,119.0,147.0,145.0,24.0,1.0,2.0,69014.0,0.065,0.0,,147.0,,,,,,,,,,
https://england.nhs.uk,373.0,1916.0,1349.0,122.0,62.0,40.0,1912332.0,1.815,4.0,5415.135,1916.0,8601.135,0.5376291008505468,5415.135,19592.936500000003,5502.916133199943,,10.0,12639.76399999991,3608.0,2764.0
https://itesm.edu,,,,,,,,,,,,,,,,,,,,,
https://usp.br,666.0,679.0,670.0,119.0,0.0,1.0,39410.0,0.037,6.0,7259.980000000001,679.0,11849.626499999995,0.15515333890313618,7259.980000000001,27255.629924999997,7575.904493990009,,23.0,13323.655999999883,2136.0,3822.0
https://ed.gov,264.0,1998.0,1581.0,68.0,162.0,60.0,3142478.0,2.985,11.0,2974.4529999999995,1998.0,13626.174749999998,7.00925667664308e-06,2974.4529999999995,17190.345999999998,4669.722798090459,,37.0,13286.444000000078,3722.8590000000004,459.0
https://dsv.com,1090.0,6927.0,3006.0,714.0,273.0,52.0,2124.0,0.002,1.0,5043.13296,6927.0,7802.665800000001,0.0,5043.13296,12888.23719,7937.480858295457,,29.0,10261.487999999943,3695.3017599999994,0.0
https://pitneybowes.com,58.0,2017.0,1410.0,44.0,166.0,177.0,1464128.0,1.369,0.0,7195.0509999999995,2017.0,11240.119999999999,0.0,7195.0509999999995,44697.534250000026,10419.231620099023,,26.0,40201.84800000423,22090.50000000001,3833.0
https://chinamobileltd.com,408.0,9878.0,7172.0,206.0,154.0,96.0,2473907.0,2.335,83.0,4022.444,9878.0,6055.180999999999,0.010128017551293389,4022.444,9175.207375000002,8606.182686974811,,40.0,6317.451999999975,1052.5,822.0
https://tiaa.org,151.0,330.0,328.0,0.0,0.0,0.0,0.0,0.0,,8565.247,330.0,15998.342700000001,0.1245007965110013,8565.247,33885.39142396729,12923.220451417703,,21.0,46240.53600000199,16070.5,2748.0
https://imperial.ac.uk,651.0,2603.0,1882.0,116.0,122.0,41.0,397825.0,0.376,0.0,3730.718,2603.0,5685.592999999999,0.1467987821052803,3730.718,14504.518850000004,5015.963410547098,,32.0,12738.97199999985,5335.0,757.0
https://virtusa.com,179.0,370.0,370.0,17.0,0.0,1.0,684.0,0.0,0.0,13566.275399999999,370.0,26752.13420000002,0.0,13566.275399999999,43401.32394496094,18857.220558001492,,25.0,47308.188000000075,11556.623392480473,2633.0
https://swissre.com,34.0,1362.0,348.0,22.0,1.0,8.0,65718.0,0.064,0.0,2559.6479999999997,1362.0,11048.272799999999,0.07234731424599025,2559.6479999999997,11944.61365,7080.212182134685,,34.0,11828.37999999993,4514.499999999999,82.0
https://coty.com,154.0,903.0,892.0,15.0,63.0,96.0,1193814.0,1.307,8.0,2943.9590000000003,903.0,9570.969326568604,0.0008533160814837986,2943.9590000000003,15137.222185134886,3402.018422263447,,40.0,11209.943999999927,3268.500000000001,0.0
https://teradata.com,171.0,3212.0,1479.0,59.0,320.0,127.0,615045.0,0.766,3.0,6188.8005,3212.0,9275.898000000001,0.0030502163645731986,6188.8005,21100.470549999995,7260.017855564564,,28.0,24796.91600000005,8886.905749999996,1889.0
https://manchester.ac.uk,746.0,9327.0,8987.0,359.0,223.0,101.0,354478.0,0.334,4.0,4029.6699999999996,9327.0,4272.157,0.011815785684924853,4029.6699999999996,21518.673199999994,4491.970408593761,,45.0,15304.75200000006,7200.499999999993,1362.0
https://mar.mil.br,846.0,4069.0,3963.0,247.0,175.0,136.0,2486955.0,2.34,,,4069.0,,,,,,,,,,
https://nvidia.com,72.0,2790.0,2451.0,43.0,644.0,131.0,2600122.0,2.46,3.0,,2790.0,,,,,,,,,,
https://baidu.com,1441.0,6869.0,6008.0,264.0,61.0,86.0,1336642.0,1.259,21.0,4509.516,6869.0,16501.407,0.037039607044730104,4509.516,16712.46645,8993.54897446122,,28.0,11385.59199999995,3201.5,0.0
https://bbvacompass.com,,,,,,,,,,,,,,,,,,,,,
https://ferguson.com,158.0,469.0,467.0,0.0,0.0,0.0,0.0,0.0,84.0,,469.0,,,,,,,,,,
https://espn.com,110.0,12497.0,1128.0,40.0,402.0,216.0,327787.0,0.308,93.0,5844.894,12497.0,15212.9905,0.0,5844.894,64961.20450000001,12422.74732232852,,26.0,59130.93600000084,35009.50000000002,1753.0
https://jbssa.com,187.0,3134.0,899.0,68.0,74.0,100.0,1781749.0,1.683,71.0,9946.4185,3134.0,16671.974000000002,0.0,9946.4185,16828.622300000003,20652.017740303825,,26.0,12650.639999999841,2675.5000000000027,6148.0
https://boots.jobs,1465.0,3386.0,2467.0,378.0,360.0,147.0,3038356.0,4.581,4.0,2808.584,3386.0,19481.431500000002,0.2874039287037761,2808.584,20412.380650000006,7616.214751521731,,19.0,15214.627999999899,3425.000000000002,486.0
https://philasd.org,2839.0,14116.0,7252.0,2693.0,2599.0,130.0,18508581.0,17.631,4.0,,14116.0,,,,,,,,,,
https://ongcindia.com,,,,,,,,,,,,,,,,,,,,,
