url,Broken_link_count,Start_render_time_ms,Document_complete_time_ms,Response_time_ms,Load_time_ms,DOM_Content_Loaded_Time_ms,First_byte_TTFB_ms,Total_links,No_of_requests,Byte_in_bytes,Page_size_MB,Largest_contentful_paint_LCP_ms,Cumulative_Layout_Shift_CLS,First_Contentful_Paint_FCP_ms,Time_to_interactive_TTI_ms,Speed_Index_ms,Interaction_to_Next_Paint_INP_ms,Design_optimization_score,JavaScript_Execution_Time_ms,Main_Thread_Work_CPU_ms,CSS_Blocking_Time_ms
https://fmctechnologies.com,,,,,,,,,,,,,,,,,,,,,
https://siemensgamesa.com,1.0,3228.646,3853.0,290.0,3853.0,3283.0,286.0,63.0,36.0,458975.0,0.432,6560.102000000001,0.000266093744264217,3228.646,9257.5774,6508.438750434544,,39.0,7381.0479999999725,1569.786,1000.0
https://alten.fr,1.0,5261.999199999999,405.0,24.0,405.0,125.0,20.0,1.0,6.0,63796.0,0.06,26146.760449999994,1.0,5261.999199999999,29656.303695,10373.409929165118,,2.0,21705.815999999777,9182.9405,2278.0
https://bosch-india-software.com,3.0,11124.788559999997,3186.0,427.0,3186.0,3134.0,139.0,133.0,23.0,2068292.0,1.968,13877.659999999996,0.0,11124.788559999997,14658.359560999997,11124.788559999997,,31.0,7699.899999999964,1304.3948900000014,2908.0
https://toshiba.com,68.0,1961.403,262.0,38.0,262.0,227.0,35.0,0.0,2.0,26906.0,0.025,2981.5375,0.0,1961.403,6165.9323,3377.424022780775,,63.0,8645.707999999988,2688.999999999999,0.0
https://chinaunicom.com.cn,,,,,,,,,,,,,,,,,,,,,
https://chick-fil-a.com,,,,,,,,,,,,,,,,,,,,,
https://givaudan.com,0.0,4304.897499999999,2771.0,251.0,2771.0,1753.0,26.0,503.0,131.0,5190463.0,4.938,9864.583000000002,6.187254700204703e-05,4304.897499999999,16218.206824999997,8536.760287284867,,29.0,17809.176000000112,4343.357250000001,626.0
https://diy.com,1.0,5038.7255000000005,833.0,258.0,833.0,802.0,13.0,1.0,1.0,3457.0,0.003,7591.413499999999,0.0,5038.7255000000005,18442.430499999995,6367.437521547947,,31.0,23643.779999999693,5500.3005,0.0
https://uiowa.edu,11.0,15165.978,2976.0,146.0,2976.0,1366.0,59.0,83.0,120.0,4964563.0,4.714,30014.61600000001,0.029288817831902316,15165.978,38458.77650000001,15165.978,,25.0,19193.027999999867,4267.493000000002,3212.0
https://covestro.com,0.0,4405.517,8507.0,5199.0,8507.0,7333.0,5101.0,355.0,96.0,1310550.0,1.24,11901.615768371583,5.80521258494979e-06,4405.517,16900.727736743163,10028.976632358163,,28.0,21348.123999999996,7928.508,637.0
https://yandex.com,0.0,1620.253,2877.0,973.0,2877.0,1626.0,223.0,11.0,46.0,526898.0,0.539,6333.862,0.028460699721336895,1620.253,6341.362000000001,4407.127203953687,,74.0,2020.315999999994,109.5,0.0
https://belk.com,0.0,,1148.0,125.0,1148.0,165.0,63.0,0.0,12.0,6370.0,0.005,,,,,,,,,,
https://gucci.com,,3415.4539999999997,379.0,212.0,379.0,370.0,0.0,0.0,0.0,0.0,0.0,9742.759139999998,0.0,3415.4539999999997,30963.533124999994,13016.231963453003,,29.0,44687.33200000143,19823.980999999992,0.0
https://elliman.com,6.0,5332.056999999999,6479.0,123.0,6479.0,712.0,50.0,87.0,102.0,19869936.0,18.924,13068.289,0.015183569350581762,5332.056999999999,44337.42180000003,17962.86002773056,,26.0,36190.09999999998,14835.476000000002,1334.0
https://cathaypacific.com,3.0,6891.056500000001,296.0,260.0,296.0,293.0,0.0,0.0,0.0,0.0,0.0,24120.954499999996,0.028759453161588292,6891.056500000001,102274.33020000004,28943.59089990108,,25.0,129881.42400000543,74561.72050000002,173.0
https://prive.com,,,30146.0,30097.0,30146.0,30134.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,
https://clariant.com,,,,,,,,,,,,,,,,,,,,,
https://bajajallianz.com,0.0,,6051.0,142.0,6051.0,1173.0,14.0,630.0,250.0,3255979.0,3.041,,,,,,,,,,
https://aurecongroup.com,11.0,,7299.0,1048.0,7299.0,6608.0,832.0,55.0,107.0,6181354.0,7.305,,,,,,,,,,
https://house.gov,1.0,2566.265,961.0,213.0,961.0,904.0,36.0,257.0,30.0,1020535.0,0.966,8198.612500000003,0.0,2566.265,8308.155100000002,6186.430440327642,,44.0,2937.9879999999816,1072.641,679.0
https://isagenix.com,0.0,7177.324500000001,568.0,27.0,568.0,391.0,21.0,1.0,8.0,73600.0,0.069,9051.521499999999,0.1783713560662687,7177.324500000001,23422.309399999995,12071.191066132826,,18.0,23185.34400000003,6639.0,4661.0
https://ttu.edu,8.0,4569.4915,3973.0,603.0,3973.0,1893.0,393.0,508.0,143.0,13238663.0,12.594,9574.716,0.0,4569.4915,41405.235049999996,27436.908977149556,,27.0,23529.487999999725,3482.830500000002,2402.0
https://amsterdam.nl,20.0,2835.4030000000002,1272.0,54.0,1272.0,1000.0,34.0,28.0,5.0,63097.0,0.059,12962.403,0.0,2835.4030000000002,18137.053000000004,5607.3137823296875,,36.0,12200.543999999913,3640.5,0.0
https://k-state.edu,8.0,4045.65925,1873.0,186.0,1873.0,1112.0,12.0,163.0,51.0,3243128.0,3.085,25889.597999999998,0.0,4045.65925,26334.7543,9570.73681051005,,28.0,12570.223999999913,5792.999999999998,1922.0
https://nespresso.com,4.0,,229.0,198.0,229.0,227.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
https://interno.gov.it,1.0,2486.06476,2243.0,197.0,2243.0,2024.0,100.0,173.0,80.0,4424725.0,4.198,3386.06476,0.2896404991153536,2486.06476,5837.06476,3373.961519527522,,68.0,4108.155999999984,240.5,202.0
https://uofmhealth.org,0.0,6495.5205000000005,505.0,30.0,505.0,202.0,28.0,1.0,6.0,61980.0,0.059,25076.237500000003,0.897450131324659,6495.5205000000005,26450.9844,10142.60358260865,,2.0,28781.784000001877,7425.253499999999,170.0
https://sanlam.co.za,16.0,5123.182,7351.0,319.0,7351.0,3087.0,15.0,346.0,144.0,2162481.0,2.045,10504.958999999999,0.14823815309842042,5123.182,49492.9774,23484.35969849282,,20.0,67398.15199999676,22368.184999999998,0.0
https://uconn.edu,85.0,14107.097000000002,1412.0,179.0,1412.0,821.0,68.0,97.0,57.0,3889212.0,3.699,19725.342500000006,0.1288236265615968,14107.097000000002,19906.26905000001,14107.097000000002,,22.0,13650.175999999963,2288.223500000003,8804.0
https://se.com.sa,2.0,8344.301,16741.0,1876.0,16741.0,3919.0,308.0,218.0,2.0,0.0,0.0,32568.996,0.00032283432208526333,8344.301,76057.0645,17137.33347478971,,25.0,48282.204000001264,23284.192000000003,1215.0
https://adaptiveignition.com,,,,,,,,,,,,,,,,,,,,,
https://inova.org,14.0,6883.88098,1925.0,112.0,1925.0,898.0,28.0,103.0,74.0,1242412.0,1.173,11021.852375000002,0.014856886387560551,6883.88098,21144.531354000002,7747.63924516233,,28.0,17451.959999999992,6827.499999999996,1773.0
https://uobgroup.com,0.0,,5224.0,1173.0,5224.0,3415.0,578.0,221.0,158.0,2321487.0,2.426,,,,,,,,,,
https://nus.edu.sg,0.0,3766.9399999999996,6224.0,5344.0,6224.0,5595.0,4072.0,218.0,73.0,4263567.0,4.047,18110.909999999996,1.410853373891726,3766.9399999999996,29806.595349999996,4759.469336631681,,18.0,4916.695999999984,946.5804999999991,2151.0
https://kk.dk,4.0,2357.36816,1389.0,321.0,1389.0,1271.0,112.0,43.0,27.0,869986.0,0.822,6019.36816,0.35387022127621304,2357.36816,6510.318160000001,4943.823084216487,,54.0,2407.963999999996,87.0,184.0
https://yapikredi.com.tr,,,4682.0,784.0,4682.0,3670.0,171.0,1257.0,84.0,1239649.0,1.173,,,,,,,,,,
