url,Broken_link_count,Start_render_time_ms,Document_complete_time_ms,Response_time_ms,Load_time_ms,DOM_Content_Loaded_Time_ms,First_byte_TTFB_ms,Total_links,No_of_requests,Byte_in_bytes,Page_size_MB,Largest_contentful_paint_LCP_ms,Cumulative_Layout_Shift_CLS,First_Contentful_Paint_FCP_ms,Time_to_interactive_TTI_ms,Speed_Index_ms,Interaction_to_Next_Paint_INP_ms,Design_optimization_score,JavaScript_Execution_Time_ms,Main_Thread_Work_CPU_ms,CSS_Blocking_Time_ms
https://emiratesnbd.com,,,,,,,,,,,,,,,,,,,,,
https://lsu.edu,7.0,6756.5694,4001.0,280.0,4001.0,1347.0,78.0,178.0,92.0,21673683.0,20.659,52587.18354999999,0.10935601458080195,6756.5694,53193.50567499999,7126.289087834213,,26.0,12936.255999999968,3061.0,3959.0
https://ua.edu,10.0,13747.610499999999,3493.0,72.0,3493.0,1662.0,16.0,83.0,73.0,1214961.0,1.148,16677.270500000002,0.000296275474509118,13747.610499999999,27696.418399999995,13747.610499999999,,25.0,24938.61600000005,10386.234999999995,5859.0
https://gokhandemir.com,17.0,2987.0920000000006,8618.0,636.0,8618.0,1192.0,144.0,84.0,33.0,195945.0,0.181,8142.093999999997,0.014638353285454207,2987.0920000000006,8142.093999999997,6621.016357724124,,37.0,6779.407999999998,1982.0,1309.0
https://helsinki.fi,0.0,4899.543999999999,2354.0,396.0,2354.0,2337.0,118.0,190.0,96.0,1211667.0,1.133,10683.658500000003,0.0,4899.543999999999,11203.727950000004,5628.783521978621,,40.0,7424.5279999999375,959.5,0.0
https://m8j.es,,,,,,,,,,,,,,,,,,,,,
https://bii.co.id,,,,,,,,,,,,,,,,,,,,,
https://cmcltd.com,,,,,,,,,,,,,,,,,,,,,
https://icrc.org,8.0,4636.5903,648.0,141.0,648.0,182.0,14.0,0.0,2.0,842.0,0.001,10467.102499999997,0.9198055893074119,4636.5903,17378.61495,8449.445805443745,,4.0,16661.479999999927,4915.499999999999,1452.0
https://xpo.com,1.0,3481.3250400000006,905.0,92.0,905.0,616.0,40.0,96.0,35.0,787844.0,0.742,5528.806114999999,0.0,3481.3250400000006,5561.1359095,3481.3250400000006,,60.0,3506.5479999999925,471.6449699999994,0.0
https://minedu.gob.pe,0.0,,,,,,,,,,,,,,,,,,,,
https://igt.com,16.0,10950.219599999999,7698.0,908.0,7698.0,3588.0,253.0,259.0,95.0,8680797.0,8.257,38307.27940000001,0.19488853459692407,10950.219599999999,40553.42355499999,17514.198393396866,,17.0,17194.58000000004,2909.0000000000036,7540.0
https://tenaris.com,3.0,2534.8844999999997,10437.0,958.0,10437.0,6216.0,524.0,220.0,54.0,32579178.0,31.06,66297.30450000001,0.0,2534.8844999999997,70017.06210000002,12893.270102134933,,32.0,37905.41199999995,14250.331500000002,0.0
https://deakin.edu.au,0.0,3260.482,1688.0,27.0,1688.0,1490.0,23.0,1.0,6.0,71441.0,0.067,20385.277000000002,0.49846850608386994,3260.482,49799.71064999999,13805.860851356356,,8.0,48870.85200000048,30580.444499999987,357.0
https://depuysynthes.com,0.0,,242.0,178.0,242.0,214.0,95.0,4.0,7.0,15844.0,0.013,,,,,,,,,,
https://georgetown.edu,3.0,6060.335999999999,2102.0,84.0,2102.0,704.0,16.0,241.0,79.0,1146672.0,1.084,16762.47775,0.006053188332405669,6060.335999999999,19088.165850000005,10104.773380972725,,26.0,13532.607999999911,4675.662499999999,2873.0
https://ki.se,5.0,3163.5784999999996,2929.0,872.0,2929.0,2771.0,136.0,71.0,56.0,1745075.0,1.651,5318.299499999999,0.003779551739258174,3163.5784999999996,10616.3418,5866.15875410274,,44.0,4902.823999999969,1430.5,881.0
